participant_id,participant_code,cohort_id,age_band,employment_status_at_entry,education_level_at_entry,referral_source,completion_status,enrollment_date,created_at,updated_at,is_active,data_source
2611,PRT-26102610261026102610,625,20-21,Economically Inactive,Level 3+,Self-Referral,In Progress,2023-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2612,PRT-26112611261126112611,426,20-21,Unemployed,Level 2,Partner Organisation,Completed,2023-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2613,PRT-26122612261226122612,965,18-19,Part-time Employed,Level 1,Job Centre,Completed,2024-10-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2614,PRT-26132613261326132613,789,16-17,Unemployed,Level 1,Self-Referral,In Progress,2024-10-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2615,PRT-26142614261426142614,27,18-19,Part-time Employed,Level 3+,Job Centre,In Progress,2024-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2616,PRT-26152615261526152615,673,16-17,Unemployed,Entry Level,School/College,Completed,2024-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2617,PRT-26162616261626162616,876,20-21,Unemployed,Level 1,Self-Referral,Completed,2024-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2618,PRT-26172617261726172617,410,18-19,Economically Inactive,Level 2,Partner Organisation,Early Leaver,2023-10-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2619,PRT-26182618261826182618,742,18-19,Unemployed,No Qualifications,Partner Organisation,Completed,2024-12-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2620,PRT-26192619261926192619,1072,18-19,Unemployed,Level 1,Partner Organisation,In Progress,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2621,PRT-26202620262026202620,1180,18-19,Unemployed,Level 1,Job Centre,In Progress,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2622,PRT-26212621262126212621,69,18-19,Unemployed,Entry Level,Job Centre,Completed,2024-09-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2623,PRT-26222622262226222622,674,20-21,Economically Inactive,Entry Level,Partner Organisation,Early Leaver,2024-03-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2624,PRT-26232623262326232623,646,18-19,Unemployed,Level 1,Partner Organisation,In Progress,2023-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2625,PRT-26242624262426242624,1030,18-19,Economically Inactive,Level 1,Job Centre,Completed,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2626,PRT-26252625262526252625,900,18-19,Economically Inactive,Level 2,Local Authority,Completed,2025-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2627,PRT-26262626262626262626,820,20-21,Economically Inactive,Entry Level,Job Centre,In Progress,2024-01-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2628,PRT-26272627262726272627,175,18-19,Economically Inactive,No Qualifications,Partner Organisation,In Progress,2024-10-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2629,PRT-26282628262826282628,733,16-17,Student,Level 1,Self-Referral,Completed,2023-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2630,PRT-26292629262926292629,406,20-21,Unemployed,Entry Level,Partner Organisation,Completed,2024-07-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2631,PRT-26302630263026302630,655,20-21,Economically Inactive,Level 2,Other,Completed,2023-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2632,PRT-26312631263126312631,423,22-24,Unemployed,Level 2,Job Centre,Transferred,2024-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2633,PRT-26322632263226322632,860,20-21,Unemployed,Level 2,Self-Referral,Completed,2024-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2634,PRT-26332633263326332633,492,22-24,Unemployed,Level 2,Job Centre,Early Leaver,2024-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2635,PRT-26342634263426342634,688,18-19,Economically Inactive,Entry Level,School/College,Completed,2024-10-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2636,PRT-26352635263526352635,53,18-19,Unemployed,No Qualifications,Job Centre,Completed,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2637,PRT-26362636263626362636,1103,22-24,Economically Inactive,Level 1,Self-Referral,Early Leaver,2024-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2638,PRT-26372637263726372637,812,25+,Part-time Employed,No Qualifications,Local Authority,Completed,2024-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2639,PRT-26382638263826382638,969,16-17,Unemployed,Entry Level,Self-Referral,Completed,2024-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2640,PRT-26392639263926392639,528,16-17,Economically Inactive,Entry Level,Job Centre,Transferred,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2641,PRT-26402640264026402640,310,25+,Part-time Employed,Level 3+,Self-Referral,Completed,2024-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2642,PRT-26412641264126412641,1114,18-19,Part-time Employed,No Qualifications,School/College,Completed,2022-12-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2643,PRT-26422642264226422642,326,20-21,Part-time Employed,Level 2,Self-Referral,Early Leaver,2025-09-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2644,PRT-26432643264326432643,665,25+,Unemployed,Entry Level,Other,Completed,2024-06-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2645,PRT-26442644264426442644,111,18-19,Unemployed,No Qualifications,School/College,Completed,2023-03-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2646,PRT-26452645264526452645,117,18-19,Part-time Employed,Entry Level,Partner Organisation,In Progress,2023-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2647,PRT-26462646264626462646,1090,16-17,Economically Inactive,Level 2,Self-Referral,In Progress,2022-12-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2648,PRT-26472647264726472647,1159,16-17,Economically Inactive,No Qualifications,School/College,Completed,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2649,PRT-26482648264826482648,754,25+,Economically Inactive,Level 2,Partner Organisation,Completed,2024-01-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2650,PRT-26492649264926492649,406,20-21,Student,Level 1,Job Centre,Completed,2024-07-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2651,PRT-26502650265026502650,301,25+,Economically Inactive,Level 2,Partner Organisation,In Progress,2024-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2652,PRT-26512651265126512651,240,22-24,Student,Level 1,Job Centre,In Progress,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2653,PRT-26522652265226522652,947,20-21,Unemployed,Level 3+,Job Centre,Early Leaver,2024-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2654,PRT-26532653265326532653,191,16-17,Part-time Employed,No Qualifications,Partner Organisation,Completed,2024-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2655,PRT-26542654265426542654,608,18-19,Economically Inactive,Level 1,Job Centre,In Progress,2025-10-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2656,PRT-26552655265526552655,288,22-24,Unemployed,Entry Level,Self-Referral,In Progress,2024-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2657,PRT-26562656265626562656,563,18-19,Student,No Qualifications,Other,Completed,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2658,PRT-26572657265726572657,818,22-24,Student,Level 1,Self-Referral,Completed,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2659,PRT-26582658265826582658,1137,25+,Unemployed,Entry Level,Partner Organisation,Transferred,2024-10-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2660,PRT-26592659265926592659,1032,20-21,Economically Inactive,Level 3+,Local Authority,Completed,2023-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2661,PRT-26602660266026602660,600,22-24,Unemployed,Entry Level,Job Centre,Completed,2025-10-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2662,PRT-26612661266126612661,994,18-19,Economically Inactive,No Qualifications,Partner Organisation,Completed,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2663,PRT-26622662266226622662,692,20-21,Part-time Employed,Level 1,Job Centre,Completed,2025-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2664,PRT-26632663266326632663,404,22-24,Unemployed,No Qualifications,Job Centre,In Progress,2023-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2665,PRT-26642664266426642664,199,22-24,Part-time Employed,Level 2,Job Centre,Completed,2023-03-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2666,PRT-26652665266526652665,208,18-19,Student,Level 1,Other,In Progress,2023-09-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2667,PRT-26662666266626662666,162,20-21,Unemployed,Entry Level,Local Authority,Completed,2025-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2668,PRT-26672667266726672667,923,18-19,Economically Inactive,Level 1,Self-Referral,Completed,2023-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2669,PRT-26682668266826682668,884,18-19,Unemployed,Level 1,Other,Early Leaver,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2670,PRT-26692669266926692669,562,20-21,Student,Level 2,Job Centre,In Progress,2025-10-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2671,PRT-26702670267026702670,507,25+,Unemployed,Level 1,Self-Referral,In Progress,2023-04-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2672,PRT-26712671267126712671,655,18-19,Student,Entry Level,Other,In Progress,2023-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2673,PRT-26722672267226722672,1183,20-21,Unemployed,Entry Level,Partner Organisation,Completed,2024-10-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2674,PRT-26732673267326732673,947,16-17,Economically Inactive,Level 1,Job Centre,Completed,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2675,PRT-26742674267426742674,540,25+,Unemployed,No Qualifications,Other,In Progress,2024-10-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2676,PRT-26752675267526752675,989,16-17,Part-time Employed,Level 2,Job Centre,Completed,2024-10-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2677,PRT-26762676267626762676,643,18-19,Unemployed,Level 1,School/College,Completed,2025-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2678,PRT-26772677267726772677,34,25+,Unemployed,Entry Level,Self-Referral,In Progress,2024-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2679,PRT-26782678267826782678,503,22-24,Student,Level 1,School/College,Completed,2023-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2680,PRT-26792679267926792679,1100,25+,Student,No Qualifications,Self-Referral,Completed,2024-10-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2681,PRT-26802680268026802680,309,20-21,Economically Inactive,No Qualifications,Self-Referral,In Progress,2024-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2682,PRT-26812681268126812681,1015,18-19,Unemployed,Entry Level,Self-Referral,Completed,2025-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2683,PRT-26822682268226822682,270,20-21,Unemployed,Level 1,School/College,Completed,2024-01-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2684,PRT-26832683268326832683,86,22-24,Economically Inactive,Level 3+,Local Authority,Completed,2024-07-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2685,PRT-26842684268426842684,279,16-17,Unemployed,No Qualifications,Partner Organisation,Transferred,2025-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2686,PRT-26852685268526852685,1032,16-17,Unemployed,Level 2,Partner Organisation,Completed,2023-06-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2687,PRT-26862686268626862686,967,20-21,Unemployed,No Qualifications,School/College,Completed,2023-12-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2688,PRT-26872687268726872687,904,25+,Economically Inactive,Level 1,Partner Organisation,In Progress,2023-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2689,PRT-26882688268826882688,671,18-19,Economically Inactive,Level 3+,Self-Referral,Completed,2022-12-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2690,PRT-26892689268926892689,80,20-21,Economically Inactive,Level 1,School/College,Completed,2023-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2691,PRT-26902690269026902690,1149,18-19,Economically Inactive,Level 2,Job Centre,Completed,2023-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2692,PRT-26912691269126912691,89,18-19,Unemployed,No Qualifications,Job Centre,Early Leaver,2025-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2693,PRT-26922692269226922692,7,16-17,Student,Level 1,Other,In Progress,2025-04-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2694,PRT-26932693269326932693,1169,18-19,Part-time Employed,Entry Level,Partner Organisation,In Progress,2025-07-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2695,PRT-26942694269426942694,195,20-21,Student,No Qualifications,School/College,In Progress,2023-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2696,PRT-26952695269526952695,204,18-19,Economically Inactive,Entry Level,Partner Organisation,Completed,2023-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2697,PRT-26962696269626962696,184,18-19,Part-time Employed,Level 2,Local Authority,Early Leaver,2023-10-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2698,PRT-26972697269726972697,158,16-17,Part-time Employed,Level 1,Local Authority,Completed,2023-01-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2699,PRT-26982698269826982698,125,20-21,Unemployed,No Qualifications,Partner Organisation,In Progress,2024-01-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2700,PRT-26992699269926992699,374,20-21,Part-time Employed,Level 1,Self-Referral,Early Leaver,2024-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2701,PRT-27002700270027002700,266,16-17,Economically Inactive,No Qualifications,Partner Organisation,In Progress,2024-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2702,PRT-27012701270127012701,405,22-24,Economically Inactive,Level 1,Self-Referral,Completed,2023-07-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2703,PRT-27022702270227022702,862,20-21,Unemployed,Level 1,Job Centre,Completed,2023-01-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2704,PRT-27032703270327032703,460,16-17,Economically Inactive,Entry Level,Partner Organisation,Transferred,2024-01-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2705,PRT-27042704270427042704,186,25+,Student,No Qualifications,Partner Organisation,In Progress,2025-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2706,PRT-27052705270527052705,1139,18-19,Economically Inactive,Entry Level,Job Centre,In Progress,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2707,PRT-27062706270627062706,928,18-19,Economically Inactive,Level 3+,Local Authority,In Progress,2024-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2708,PRT-27072707270727072707,970,20-21,Unemployed,Level 2,Job Centre,Completed,2025-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2709,PRT-27082708270827082708,1155,18-19,Economically Inactive,Entry Level,Job Centre,In Progress,2023-09-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2710,PRT-27092709270927092709,1086,16-17,Economically Inactive,Level 3+,Self-Referral,Completed,2024-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2711,PRT-27102710271027102710,748,20-21,Unemployed,Level 1,School/College,In Progress,2024-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2712,PRT-27112711271127112711,792,22-24,Unemployed,No Qualifications,Local Authority,Completed,2025-09-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2713,PRT-27122712271227122712,81,18-19,Student,Level 3+,Partner Organisation,Early Leaver,2023-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2714,PRT-27132713271327132713,1038,25+,Economically Inactive,Entry Level,Self-Referral,Transferred,2024-10-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2715,PRT-27142714271427142714,877,20-21,Part-time Employed,Entry Level,Local Authority,Completed,2024-04-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2716,PRT-27152715271527152715,1020,25+,Part-time Employed,No Qualifications,School/College,In Progress,2025-10-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2717,PRT-27162716271627162716,752,16-17,Unemployed,No Qualifications,Job Centre,Early Leaver,2023-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2718,PRT-27172717271727172717,346,16-17,Economically Inactive,Entry Level,Partner Organisation,Early Leaver,2023-10-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2719,PRT-27182718271827182718,844,18-19,Part-time Employed,Level 2,Partner Organisation,Completed,2025-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2720,PRT-27192719271927192719,1176,18-19,Unemployed,Level 1,Self-Referral,Completed,2025-10-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2721,PRT-27202720272027202720,1007,16-17,Unemployed,Level 1,Self-Referral,Completed,2025-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2722,PRT-27212721272127212721,463,25+,Part-time Employed,Level 1,Partner Organisation,In Progress,2024-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2723,PRT-27222722272227222722,169,16-17,Unemployed,Entry Level,Partner Organisation,Completed,2023-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2724,PRT-27232723272327232723,708,20-21,Part-time Employed,Level 3+,Self-Referral,Completed,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2725,PRT-27242724272427242724,1116,20-21,Part-time Employed,Entry Level,Partner Organisation,Completed,2023-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2726,PRT-27252725272527252725,599,25+,Part-time Employed,Level 2,Job Centre,Completed,2025-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2727,PRT-27262726272627262726,497,22-24,Part-time Employed,Level 2,Partner Organisation,In Progress,2025-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2728,PRT-27272727272727272727,1002,22-24,Unemployed,Entry Level,Job Centre,Transferred,2023-07-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2729,PRT-27282728272827282728,616,25+,Economically Inactive,Entry Level,Partner Organisation,Early Leaver,2024-09-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2730,PRT-27292729272927292729,280,25+,Economically Inactive,Entry Level,Job Centre,In Progress,2025-06-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2731,PRT-27302730273027302730,1134,22-24,Unemployed,Entry Level,Partner Organisation,Early Leaver,2022-12-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2732,PRT-27312731273127312731,1098,20-21,Economically Inactive,Entry Level,Job Centre,Early Leaver,2025-06-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2733,PRT-27322732273227322732,799,18-19,Unemployed,Level 3+,Self-Referral,Completed,2024-09-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2734,PRT-27332733273327332733,1048,20-21,Part-time Employed,Level 2,Partner Organisation,In Progress,2025-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2735,PRT-27342734273427342734,902,18-19,Unemployed,Level 1,Self-Referral,Completed,2025-06-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2736,PRT-27352735273527352735,555,18-19,Unemployed,Level 1,Self-Referral,Transferred,2024-07-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2737,PRT-27362736273627362736,112,20-21,Unemployed,Level 2,Job Centre,In Progress,2024-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2738,PRT-27372737273727372737,264,18-19,Economically Inactive,Entry Level,Partner Organisation,Completed,2024-10-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2739,PRT-27382738273827382738,130,20-21,Student,No Qualifications,Local Authority,Completed,2024-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2740,PRT-27392739273927392739,698,18-19,Student,Level 1,Job Centre,Completed,2024-01-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
2741,PRT-27402740274027402740,991,20-21,Unemployed,No Qualifications,Self-Referral,Completed,2024-01-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
