outcome_id,participant_id,outcome_type_id,outcome_date,weeks_from_program_end,sector,hours_per_week,salary_band,employer_type,outcome_source,verified,recorded_by_staff_id,is_sustained_13_weeks,is_sustained_26_weeks,created_at,updated_at,is_active,data_source
2514,7000,4,2023-03-25,2,Healthcare,13,National Minimum Wage,Large Employer,Participant Self-Report,True,33,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2515,2632,9,2024-01-30,3,Logistics,14,National Minimum Wage,Public Sector,Participant Self-Report,False,8,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2516,1531,3,2024-08-31,4,Logistics,15,Not Applicable,Charity/Non-profit,Employer Confirmation,True,15,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2517,2396,9,2025-08-01,5,Healthcare,16,National Minimum Wage,SME,Participant Self-Report,False,62,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2518,1952,2,2024-01-25,6,Customer Service,17,Living Wage,SME,Participant Self-Report,True,23,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2519,4798,3,2025-11-02,7,Customer Service,18,Not Applicable,Public Sector,Partner Referral,False,107,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2520,4049,8,2023-05-10,8,Healthcare,19,Living Wage,Public Sector,Participant Self-Report,True,137,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2521,2282,10,2023-09-18,9,Retail,20,Living Wage,Public Sector,Participant Self-Report,False,116,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2522,4732,3,2024-04-15,10,Administration,21,Not Applicable,Public Sector,Partner Referral,True,112,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2523,1477,4,2024-08-22,11,Logistics,22,Living Wage,Large Employer,Participant Self-Report,False,61,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2524,6347,1,2023-11-23,12,Logistics,23,National Minimum Wage,SME,Participant Self-Report,True,59,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2525,4851,10,2024-05-31,13,Customer Service,24,Living Wage,Self,Participant Self-Report,False,77,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2526,1821,10,2025-10-26,14,Hospitality,25,Living Wage,Charity/Non-profit,Employer Confirmation,True,66,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2527,5277,2,2024-05-06,15,Healthcare,26,National Minimum Wage,SME,Participant Self-Report,False,107,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2528,1698,8,2024-09-07,16,Hospitality,27,Living Wage,Public Sector,Participant Self-Report,True,32,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2529,4199,5,2023-09-01,17,Customer Service,28,Living Wage,SME,DWP Confirmation,False,36,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2530,2601,1,2024-10-14,18,Logistics,29,National Minimum Wage,SME,DWP Confirmation,True,132,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2531,1244,2,2024-04-09,19,Sport & Leisure,30,Above Living Wage,Public Sector,Participant Self-Report,False,56,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2532,150,5,2024-12-13,20,Customer Service,31,Living Wage,Charity/Non-profit,Partner Referral,True,92,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2533,70,2,2025-02-24,21,Administration,32,Above Living Wage,SME,Employer Confirmation,False,78,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2534,428,9,2023-12-21,22,Hospitality,33,Living Wage,Public Sector,Partner Referral,True,61,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2535,2370,6,2024-11-10,23,Logistics,34,Above Living Wage,SME,Participant Self-Report,False,117,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2536,7221,5,2024-05-10,24,Retail,35,Not Applicable,Public Sector,DWP Confirmation,True,99,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2537,1951,9,2025-06-24,25,Sport & Leisure,36,Living Wage,Large Employer,Participant Self-Report,False,34,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2538,7204,4,2024-01-28,26,Sport & Leisure,37,National Minimum Wage,Large Employer,Partner Referral,True,58,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2539,6751,1,2023-07-09,0,Hospitality,38,National Minimum Wage,SME,Partner Referral,False,85,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2540,5751,5,2025-06-23,1,Customer Service,39,Living Wage,Public Sector,DWP Confirmation,True,123,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2541,6404,2,2024-12-27,2,Logistics,40,Not Applicable,SME,Participant Self-Report,False,121,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2542,4031,7,2023-12-12,3,Retail,8,Not Applicable,Charity/Non-profit,Participant Self-Report,True,113,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2543,3669,5,2024-08-04,4,Logistics,9,Living Wage,Public Sector,Partner Referral,False,44,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2544,6729,4,2025-12-04,5,Logistics,10,National Minimum Wage,SME,Participant Self-Report,True,95,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2545,2651,8,2024-10-18,6,Logistics,11,Living Wage,Large Employer,Employer Confirmation,False,145,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2546,3231,2,2023-03-10,7,Hospitality,12,Not Applicable,SME,Employer Confirmation,True,99,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2547,6014,5,2025-09-19,8,Administration,13,Living Wage,SME,Partner Referral,False,110,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2548,7317,4,2024-11-04,9,Hospitality,14,Above Living Wage,Large Employer,Participant Self-Report,True,74,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2549,3226,2,2025-10-31,10,Logistics,15,Living Wage,SME,DWP Confirmation,False,99,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2550,3441,3,2025-03-27,11,Sport & Leisure,16,Above Living Wage,Charity/Non-profit,Participant Self-Report,True,61,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2551,1762,1,2023-04-10,12,Hospitality,17,Living Wage,Public Sector,Participant Self-Report,False,48,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2552,7443,6,2023-12-19,13,Hospitality,18,National Minimum Wage,SME,Participant Self-Report,True,76,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2553,4580,6,2024-10-11,14,Administration,19,National Minimum Wage,Self,Partner Referral,False,129,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2554,687,6,2024-08-07,15,Administration,20,Above Living Wage,Large Employer,Employer Confirmation,True,113,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2555,6267,8,2024-10-06,16,Logistics,21,Living Wage,SME,Employer Confirmation,False,125,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2556,3342,4,2025-08-28,17,Customer Service,22,National Minimum Wage,Charity/Non-profit,Employer Confirmation,True,64,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2557,3408,4,2023-03-13,18,Sport & Leisure,23,Not Applicable,Self,Employer Confirmation,False,62,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2558,7333,8,2023-06-14,19,Retail,24,Living Wage,Large Employer,Partner Referral,True,15,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2559,2017,1,2024-07-30,20,Logistics,25,National Minimum Wage,SME,Employer Confirmation,False,114,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2560,5872,6,2023-12-08,21,Retail,26,Not Applicable,SME,Partner Referral,True,78,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2561,433,6,2024-08-30,22,Administration,27,Not Applicable,Charity/Non-profit,Participant Self-Report,False,114,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2562,2696,8,2024-06-12,23,Hospitality,28,National Minimum Wage,Self,Partner Referral,True,64,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2563,2517,3,2024-08-05,24,Retail,29,Living Wage,Self,Employer Confirmation,False,67,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2564,5673,6,2025-11-16,25,Construction,30,Living Wage,SME,Partner Referral,True,27,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2565,3937,2,2024-01-19,26,Logistics,31,Living Wage,SME,Employer Confirmation,False,96,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2566,7291,3,2023-08-11,0,Logistics,32,Above Living Wage,Charity/Non-profit,Participant Self-Report,True,94,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2567,6155,7,2023-10-02,1,Hospitality,33,Living Wage,SME,Employer Confirmation,False,83,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2568,7877,3,2023-08-02,2,Sport & Leisure,34,Living Wage,SME,Participant Self-Report,True,150,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2569,5984,9,2023-10-08,3,Construction,35,Above Living Wage,SME,Participant Self-Report,False,114,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2570,3781,3,2024-07-25,4,Logistics,36,National Minimum Wage,Self,Employer Confirmation,True,29,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2571,6412,7,2023-03-19,5,Hospitality,37,Above Living Wage,Large Employer,Partner Referral,False,22,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2572,5432,8,2024-02-12,6,Administration,38,Living Wage,Charity/Non-profit,DWP Confirmation,True,70,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2573,4773,3,2025-11-03,7,Retail,39,Above Living Wage,SME,Participant Self-Report,False,17,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2574,7106,4,2024-10-18,8,Customer Service,40,Living Wage,Charity/Non-profit,Employer Confirmation,True,133,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2575,5789,8,2024-09-07,9,Sport & Leisure,8,Not Applicable,SME,Employer Confirmation,False,83,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2576,4226,9,2024-12-06,10,Customer Service,9,National Minimum Wage,Charity/Non-profit,Employer Confirmation,True,96,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2577,5127,10,2023-04-17,11,Administration,10,National Minimum Wage,Charity/Non-profit,DWP Confirmation,False,29,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2578,749,5,2024-01-09,12,Healthcare,11,National Minimum Wage,Charity/Non-profit,Employer Confirmation,True,39,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2579,7812,8,2024-02-21,13,Healthcare,12,National Minimum Wage,Public Sector,Employer Confirmation,False,4,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2580,4149,9,2023-11-21,14,Logistics,13,Living Wage,SME,Participant Self-Report,True,148,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2581,2672,10,2023-09-06,15,Retail,14,Above Living Wage,Large Employer,Participant Self-Report,False,22,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2582,4951,5,2025-11-07,16,Healthcare,15,National Minimum Wage,Public Sector,Employer Confirmation,True,124,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2583,1000,8,2025-10-17,17,Logistics,16,Above Living Wage,Large Employer,Participant Self-Report,False,94,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2584,3262,3,2025-07-28,18,Retail,17,Not Applicable,Public Sector,Employer Confirmation,True,33,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2585,434,7,2024-09-29,19,Construction,18,Living Wage,SME,Employer Confirmation,False,25,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2586,7889,8,2024-09-24,20,Logistics,19,Living Wage,Public Sector,DWP Confirmation,True,56,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2587,5208,7,2024-07-14,21,Customer Service,20,National Minimum Wage,SME,Employer Confirmation,False,36,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2588,7817,8,2023-03-01,22,Retail,21,Living Wage,Large Employer,Partner Referral,True,63,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2589,3104,7,2025-07-08,23,Hospitality,22,National Minimum Wage,Large Employer,Participant Self-Report,False,48,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2590,3977,6,2025-07-23,24,Hospitality,23,Living Wage,Large Employer,Employer Confirmation,True,35,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2591,1476,7,2025-06-03,25,Construction,24,National Minimum Wage,Large Employer,Participant Self-Report,False,143,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2592,3186,7,2023-11-27,26,Administration,25,Not Applicable,SME,Partner Referral,True,88,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2593,7760,2,2024-03-21,0,Administration,26,Not Applicable,Self,Employer Confirmation,False,7,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2594,3550,7,2023-07-23,1,Sport & Leisure,27,National Minimum Wage,Large Employer,Participant Self-Report,True,96,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2595,5019,7,2023-07-07,2,Healthcare,28,Living Wage,Public Sector,Participant Self-Report,False,141,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2596,4474,8,2025-05-18,3,Customer Service,29,Living Wage,Large Employer,Participant Self-Report,True,95,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2597,1140,4,2025-10-17,4,Administration,30,Not Applicable,Charity/Non-profit,Participant Self-Report,False,33,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2598,3007,4,2024-12-28,5,Healthcare,31,National Minimum Wage,SME,Employer Confirmation,True,50,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2599,7225,3,2024-11-22,6,Retail,32,Living Wage,Charity/Non-profit,Partner Referral,False,113,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2600,3152,8,2024-04-04,7,Administration,33,National Minimum Wage,SME,Employer Confirmation,True,17,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2601,4472,7,2025-02-03,8,Retail,34,Above Living Wage,Charity/Non-profit,Employer Confirmation,False,103,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2602,5704,8,2025-08-02,9,Sport & Leisure,35,National Minimum Wage,SME,Participant Self-Report,True,97,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2603,276,9,2023-06-02,10,Logistics,36,National Minimum Wage,SME,Employer Confirmation,False,20,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2604,6362,7,2024-06-06,11,Other,37,National Minimum Wage,SME,Employer Confirmation,True,133,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2605,6688,3,2024-02-05,12,Hospitality,38,Living Wage,Public Sector,Participant Self-Report,False,24,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2606,3920,8,2024-09-16,13,Healthcare,39,Living Wage,Large Employer,Employer Confirmation,True,88,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2607,7869,2,2023-06-18,14,Construction,40,Not Applicable,Large Employer,Participant Self-Report,False,79,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2608,6738,6,2023-08-27,15,Healthcare,8,Above Living Wage,Public Sector,Partner Referral,True,6,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2609,5853,8,2024-02-09,16,Customer Service,9,National Minimum Wage,Self,DWP Confirmation,False,46,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2610,5089,9,2023-07-25,17,Administration,10,Above Living Wage,Public Sector,Employer Confirmation,True,7,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2611,7404,7,2024-07-15,18,Construction,11,Living Wage,SME,Employer Confirmation,False,94,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2612,2555,1,2025-09-05,19,Administration,12,National Minimum Wage,Charity/Non-profit,Employer Confirmation,True,23,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2613,1397,6,2024-09-21,20,Administration,13,Not Applicable,SME,Partner Referral,False,114,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2614,7950,2,2024-05-03,21,Logistics,14,National Minimum Wage,Large Employer,Partner Referral,True,113,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2615,1694,9,2023-10-21,22,Healthcare,15,Living Wage,Large Employer,Partner Referral,False,1,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2616,7876,6,2025-06-22,23,Retail,16,Living Wage,Large Employer,Participant Self-Report,True,104,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2617,5356,8,2025-11-27,24,Retail,17,National Minimum Wage,Large Employer,Employer Confirmation,False,21,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2618,6234,3,2025-07-01,25,Customer Service,18,National Minimum Wage,Public Sector,Partner Referral,True,147,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2619,1871,9,2023-10-31,26,Sport & Leisure,19,National Minimum Wage,Large Employer,Partner Referral,False,98,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2620,494,8,2023-03-21,0,Sport & Leisure,20,Living Wage,Charity/Non-profit,Employer Confirmation,True,116,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2621,1627,8,2025-10-20,1,Hospitality,21,Above Living Wage,Large Employer,Partner Referral,False,1,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2622,4220,1,2025-02-23,2,Customer Service,22,Living Wage,Large Employer,DWP Confirmation,True,98,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2623,3213,2,2023-06-09,3,Construction,23,Living Wage,SME,Participant Self-Report,False,125,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2624,7973,9,2024-08-09,4,Logistics,24,National Minimum Wage,Public Sector,Participant Self-Report,True,69,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2625,4888,2,2024-01-14,5,Logistics,25,Living Wage,SME,Employer Confirmation,False,90,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2626,3647,1,2025-12-22,6,Healthcare,26,National Minimum Wage,Charity/Non-profit,Participant Self-Report,True,64,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2627,5712,6,2024-10-16,7,Logistics,27,National Minimum Wage,Public Sector,Participant Self-Report,False,41,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2628,173,5,2024-02-03,8,Retail,28,Above Living Wage,Large Employer,DWP Confirmation,True,100,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2629,7477,4,2025-03-18,9,Construction,29,Above Living Wage,Charity/Non-profit,Employer Confirmation,False,65,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2630,4642,2,2025-07-23,10,Logistics,30,Not Applicable,Large Employer,Employer Confirmation,True,27,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2631,5978,3,2023-10-06,11,Healthcare,31,Not Applicable,Self,Employer Confirmation,False,109,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2632,5693,8,2024-03-29,12,Healthcare,32,National Minimum Wage,Self,Participant Self-Report,True,143,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2633,6672,3,2024-11-03,13,Administration,33,Not Applicable,Charity/Non-profit,Employer Confirmation,False,91,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2634,4785,8,2024-12-04,14,Customer Service,34,Living Wage,Public Sector,DWP Confirmation,True,33,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2635,7669,5,2024-04-04,15,Customer Service,35,Not Applicable,SME,DWP Confirmation,False,74,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2636,1591,9,2025-12-19,16,Administration,36,National Minimum Wage,SME,Employer Confirmation,True,77,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2637,278,8,2024-03-22,17,Construction,37,Living Wage,Charity/Non-profit,DWP Confirmation,False,6,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2638,1843,4,2025-01-01,18,Logistics,38,Above Living Wage,Large Employer,Participant Self-Report,True,102,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2639,5827,2,2025-03-23,19,Other,39,Not Applicable,Public Sector,Employer Confirmation,False,110,True,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2640,2370,9,2025-05-02,20,Hospitality,40,National Minimum Wage,SME,Employer Confirmation,True,140,True,True,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
2641,2546,6,2023-10-05,21,Other,8,Living Wage,Large Employer,Partner Referral,False,47,False,False,2026-01-06 17:07:11.707450+00:00,2026-01-06 17:07:11.707450+00:00,True,dbldatagen_synthetic
